Date,Name,Temp Air,Humidity,L2kWh (Meas),,,,
03/04/2024,Block D Flat 12 Kitchen,17.7,60,0,,,,
15/04/2024,Block D Flat 12-A,19.3,70,0,,,,
13/04/2024,Block D Flat 12-B,17.7,59,0,,,,
12/04/2024,Block D Flat 12-B,17.6,60,0,,,,
14/04/2024,Block D Flat 12-B,17.3,57,0,,,,
11/04/2024,Block D Flat 12-B,17.1,59,0,,,,
15/04/2024,Block D Flat 12-B,17.1,56,0,,,,
16/04/2024,Block D Flat 12-B,17,55,0,,,,
23/04/2024,Block D Flat 12-B,17,52,0,,,,
24/04/2024,Block D Flat 12-B,17,50,0,,,,
22/04/2024,Block D Flat 12-B,16.9,54,0,,,,
25/04/2024,Block D Flat 12-B,16.9,49,0,,,,
08/04/2024,Block D Flat 12-B,16.8,55,0,,,,
07/04/2024,Block D Flat 12-B,16.7,56,0,,,,
09/04/2024,Block D Flat 12-B,16.7,57,0,,,,
17/04/2024,Block D Flat 12-B,16.6,53,0,,,,
30/04/2024,Block D Flat 12-B,16.6,52,0,,,,
21/04/2024,Block D Flat 12-B,16.4,52,0,,,,
06/04/2024,Block D Flat 12-B,16.3,55,0,,,,
20/04/2024,Block D Flat 12-B,16.3,51,0,,,,
26/04/2024,Block D Flat 12-B,16.3,48,0,,,,
05/04/2024,Block D Flat 12-B,16.2,52,0,,,,
10/04/2024,Block D Flat 12-B,16.2,57,0,,,,
19/04/2024,Block D Flat 12-B,16.2,53,0,,,,
18/04/2024,Block D Flat 12-B,16,54,0,,,,
29/04/2024,Block D Flat 12-B,16,49,0,,,,
27/04/2024,Block D Flat 12-B,15.9,47,0,,,,
28/04/2024,Block D Flat 12-B,15.6,47,0,,,,
13/04/2024,Block D Flat 12-C,18,57,0,,,,
12/04/2024,Block D Flat 12-C,17.8,58,0,,,,
14/04/2024,Block D Flat 12-C,17.7,55,0,,,,
15/04/2024,Block D Flat 12-C,17.5,54,0,,,,
16/04/2024,Block D Flat 12-C,17.4,53,0,,,,
24/04/2024,Block D Flat 12-C,17.4,48,0,,,,
25/04/2024,Block D Flat 12-C,17.4,47,0,,,,
11/04/2024,Block D Flat 12-C,17.3,57,0,,,,
23/04/2024,Block D Flat 12-C,17.3,50,0,,,,
30/04/2024,Block D Flat 12-C,17.2,48,0,,,,
17/04/2024,Block D Flat 12-C,17,50,0,,,,
22/04/2024,Block D Flat 12-C,17,51,0,,,,
26/04/2024,Block D Flat 12-C,16.8,45,0,,,,
08/04/2024,Block D Flat 12-C,16.7,53,0,,,,
19/04/2024,Block D Flat 12-C,16.7,51,0,,,,
20/04/2024,Block D Flat 12-C,16.7,49,0,,,,
07/04/2024,Block D Flat 12-C,16.6,54,0,,,,
21/04/2024,Block D Flat 12-C,16.6,49,0,,,,
29/04/2024,Block D Flat 12-C,16.6,46,0,,,,
09/04/2024,Block D Flat 12-C,16.5,54,0,,,,
18/04/2024,Block D Flat 12-C,16.5,51,0,,,,
27/04/2024,Block D Flat 12-C,16.5,45,0,,,,
28/04/2024,Block D Flat 12-C,16.2,45,0,,,,
04/04/2024,Block D Flat 12-C,16.1,53,0,,,,
06/04/2024,Block D Flat 12-C,16.1,54,0,,,,
10/04/2024,Block D Flat 12-C,16.1,54,0,,,,
01/04/2024,Block D Flat 12-C,16,53,0,,,,
03/04/2024,Block D Flat 12-C,16,56,0,,,,
02/04/2024,Block D Flat 12-C,15.8,55,0,,,,
30/04/2024,Block D Flat 12-D,19,55,0,,,,
11/04/2024,Block D Flat 12-D,18.2,66,0,,,,
09/04/2024,Block D Flat 12-D,18,61,0,,,,
12/04/2024,Block D Flat 12-D,17.9,65,0,,,,
07/04/2024,Block D Flat 12-D,17.4,56,0,,,,
06/04/2024,Block D Flat 12-D,17.3,64,0,,,,
13/04/2024,Block D Flat 12-D,17.3,55,0,,,,
10/04/2024,Block D Flat 12-D,17.2,60,0,,,,
14/04/2024,Block D Flat 12-D,16.6,52,0,,,,
07/04/2024,Block D Flat 12-E,19.6,69,0,,,,
26/04/2024,Block D Flat 12-E,19.3,51,0,,,,
27/04/2024,Block D Flat 12-E,19.3,53,0,,,,
25/04/2024,Block D Flat 12-E,19.2,53,0,,,,
30/04/2024,Block D Flat 12-E,19.1,60,0,,,,
28/04/2024,Block D Flat 12-E,19,55,0,,,,
06/04/2024,Block D Flat 12-E,18.9,72,0,,,,
29/04/2024,Block D Flat 12-E,18.8,58,0,,,,
01/04/2024,Block D Flat 12-E,18.8,65,0,,,,
09/04/2024,Block D Flat 12-E,18.8,73,0,,,,
04/04/2024,Block D Flat 12-E,18.7,69,0,,,,
08/04/2024,Block D Flat 12-E,18.7,64,0,,,,
21/04/2024,Block D Flat 12-E,18.7,69,0,,,,
03/04/2024,Block D Flat 12-E,18.6,69,0,,,,
02/04/2024,Block D Flat 12-E,18.5,68,0,,,,
20/04/2024,Block D Flat 12-E,18.5,64,0,,,,
22/04/2024,Block D Flat 12-E,18.5,68,0,,,,
23/04/2024,Block D Flat 12-E,18.5,62,0,,,,
05/04/2024,Block D Flat 12-E,18.1,68,0,,,,
13/04/2024,Block D Flat 12-E,18,63,0,,,,
12/04/2024,Block D Flat 12-E,17.9,64,0,,,,
14/04/2024,Block D Flat 12-E,17.8,61,0,,,,
11/04/2024,Block D Flat 12-E,17.7,64,0,,,,
15/04/2024,Block D Flat 12-E,17.6,60,0,,,,
16/04/2024,Block D Flat 12-E,17.5,58,0,,,,
10/04/2024,Block D Flat 12-E,17.4,66,0,,,,
17/04/2024,Block D Flat 12-E,17.2,55,0,,,,
18/04/2024,Block D Flat 12-E,17,58,0,,,,
12/04/2024,Block D Flat 12-F,17.7,79,0,,,,
11/04/2024,Block D Flat 12-F,17.5,74,0,,,,
10/04/2024,Block D Flat 12-F,17.2,81,0,,,,
21/04/2024,Block D Flat 12-F,15.2,53,0,,,,
17/04/2024,Block D Flat 12-F,15.1,44,0,,,,
20/04/2024,Block D Flat 12-F,14.9,44,0,,,,
19/04/2024,Block D Flat 12-F,14.7,48,0,,,,
18/04/2024,Block D Flat 12-F,14.6,53,0,,,,
12/04/2024,Block D Flat 13 Kitchen,19.9,58,0,,,,
13/04/2024,Block D Flat 13 Kitchen,19.5,49,0,,,,
11/04/2024,Block D Flat 13 Kitchen,19.4,54,0,,,,
16/04/2024,Block D Flat 13 Kitchen,19,39,0,,,,
30/04/2024,Block D Flat 13 Kitchen,18.8,47,0,,,,
07/04/2024,Block D Flat 13 Kitchen,18.7,56,0,,,,
15/04/2024,Block D Flat 13 Kitchen,18.5,43,0,,,,
14/04/2024,Block D Flat 13 Kitchen,18.4,43,0,,,,
22/04/2024,Block D Flat 13 Kitchen,18.3,51,0,,,,
08/04/2024,Block D Flat 13 Kitchen,18,46,0,,,,
09/04/2024,Block D Flat 13 Kitchen,17.9,52,0,,,,
29/04/2024,Block D Flat 13 Kitchen,17.6,47,0,,,,
01/04/2024,Block D Flat 13 Kitchen,17.4,52,0,,,,
06/04/2024,Block D Flat 13 Kitchen,17.3,57,0,,,,
17/04/2024,Block D Flat 13 Kitchen,17.3,38,0,,,,
19/04/2024,Block D Flat 13 Kitchen,17.3,39,0,,,,
23/04/2024,Block D Flat 13 Kitchen,17.3,38,0,,,,
24/04/2024,Block D Flat 13 Kitchen,17.3,34,0,,,,
20/04/2024,Block D Flat 13 Kitchen,17.1,38,0,,,,
21/04/2024,Block D Flat 13 Kitchen,17.1,50,0,,,,
02/04/2024,Block D Flat 13 Kitchen,17,53,0,,,,
03/04/2024,Block D Flat 13 Kitchen,16.9,56,0,,,,
18/04/2024,Block D Flat 13 Kitchen,16.8,46,0,,,,
25/04/2024,Block D Flat 13 Kitchen,16.8,36,0,,,,
10/04/2024,Block D Flat 13 Kitchen,16.6,48,0,,,,
04/04/2024,Block D Flat 13 Kitchen,16.4,51,0,,,,
26/04/2024,Block D Flat 13 Kitchen,16.3,35,0,,,,
27/04/2024,Block D Flat 13 Kitchen,16.3,38,0,,,,
28/04/2024,Block D Flat 13 Kitchen,16.2,42,0,,,,
12/04/2024,Block D Flat 13-A,16.7,66,0,,,,
30/04/2024,Block D Flat 13-A,15.8,55,0,,,,
13/04/2024,Block D Flat 13-A,15.6,59,0,,,,
03/04/2024,Block D Flat 13-A,15.1,58,0,,,,
23/04/2024,Block D Flat 13-A,15,48,0,,,,
22/04/2024,Block D Flat 13-A,14.9,58,0,,,,
25/04/2024,Block D Flat 13-A,14.9,44,0,,,,
27/04/2024,Block D Flat 13-A,14.8,43,0,,,,
21/04/2024,Block D Flat 13-A,14.7,53,0,,,,
24/04/2024,Block D Flat 13-A,14.7,42,0,,,,
26/04/2024,Block D Flat 13-A,14.7,43,0,,,,
29/04/2024,Block D Flat 13-A,14.5,54,0,,,,
28/04/2024,Block D Flat 13-A,14.4,46,0,,,,
14/04/2024,Block D Flat 13-A,14.2,55,0,,,,
20/04/2024,Block D Flat 13-A,13.7,46,0,,,,
19/04/2024,Block D Flat 13-A,13.5,49,0,,,,
17/04/2024,Block D Flat 13-A,13.2,45,0,,,,
18/04/2024,Block D Flat 13-A,12.9,55,0,,,,
12/04/2024,Block D Flat 13-B,16.9,63,0,,,,
13/04/2024,Block D Flat 13-B,16.3,64,0,,,,
30/04/2024,Block D Flat 13-B,16,55,0,,,,
07/04/2024,Block D Flat 13-B,15.5,61,0,,,,
08/04/2024,Block D Flat 13-B,15.5,60,0,,,,
25/04/2024,Block D Flat 13-B,15.5,53,0,,,,
27/04/2024,Block D Flat 13-B,15.5,51,0,,,,
01/04/2024,Block D Flat 13-B,15.4,61,0,,,,
26/04/2024,Block D Flat 13-B,15.4,52,0,,,,
23/04/2024,Block D Flat 13-B,15.3,58,0,,,,
22/04/2024,Block D Flat 13-B,15.2,58,0,,,,
24/04/2024,Block D Flat 13-B,15.2,56,0,,,,
28/04/2024,Block D Flat 13-B,15.1,52,0,,,,
29/04/2024,Block D Flat 13-B,15.1,53,0,,,,
14/04/2024,Block D Flat 13-B,15,62,0,,,,
21/04/2024,Block D Flat 13-B,14.9,57,0,,,,
02/04/2024,Block D Flat 13-B,14.8,62,0,,,,
06/04/2024,Block D Flat 13-B,14.8,62,0,,,,
09/04/2024,Block D Flat 13-B,14.8,61,0,,,,
17/04/2024,Block D Flat 13-B,14.2,54,0,,,,
20/04/2024,Block D Flat 13-B,14.2,56,0,,,,
03/04/2024,Block D Flat 13-B,14.1,64,0,,,,
19/04/2024,Block D Flat 13-B,14.1,57,0,,,,
18/04/2024,Block D Flat 13-B,13.7,56,0,,,,
04/04/2024,Block D Flat 13-B,13.4,64,0,,,,
05/04/2024,Block D Flat 13-B,13.4,62,0,,,,
12/04/2024,Block D Flat 13-C,16.9,62,0,,,,
13/04/2024,Block D Flat 13-C,16.6,63,0,,,,
25/04/2024,Block D Flat 13-C,16.2,49,0,,,,
26/04/2024,Block D Flat 13-C,16.1,47,0,,,,
27/04/2024,Block D Flat 13-C,16.1,46,0,,,,
30/04/2024,Block D Flat 13-C,16.1,52,0,,,,
24/04/2024,Block D Flat 13-C,15.9,51,0,,,,
23/04/2024,Block D Flat 13-C,15.7,54,0,,,,
14/04/2024,Block D Flat 13-C,15.6,59,0,,,,
22/04/2024,Block D Flat 13-C,15.6,55,0,,,,
28/04/2024,Block D Flat 13-C,15.6,48,0,,,,
29/04/2024,Block D Flat 13-C,15.4,50,0,,,,
21/04/2024,Block D Flat 13-C,15.2,53,0,,,,
17/04/2024,Block D Flat 13-C,15.1,51,0,,,,
20/04/2024,Block D Flat 13-C,14.9,52,0,,,,
19/04/2024,Block D Flat 13-C,14.7,54,0,,,,
01/04/2024,Block D Flat 13-C,14.4,61,0,,,,
18/04/2024,Block D Flat 13-C,14.3,53,0,,,,
02/04/2024,Block D Flat 13-C,14,62,0,,,,
03/04/2024,Block D Flat 13-C,13.9,63,0,,,,
08/04/2024,Block D Flat 13-D,26.3,46,0,,,,
30/04/2024,Block D Flat 13-D,24.3,48,0,,,,
10/04/2024,Block D Flat 13-D,23.9,50,0,,,,
16/04/2024,Block D Flat 13-D,23.7,40,0,,,,
12/04/2024,Block D Flat 13-D,22.2,60,0,,,,
13/04/2024,Block D Flat 13-D,22.2,48,0,,,,
12/04/2024,Block D Flat 13-E,18.8,57,0,,,,
11/04/2024,Block D Flat 13-E,18.4,55,0,,,,
13/04/2024,Block D Flat 13-E,18.4,56,0,,,,
16/04/2024,Block D Flat 13-E,18.1,48,0,,,,
19/04/2024,Block D Flat 13-E,17.9,45,0,,,,
30/04/2024,Block D Flat 13-E,17.9,46,0,,,,
14/04/2024,Block D Flat 13-E,17.8,52,0,,,,
15/04/2024,Block D Flat 13-E,17.7,49,0,,,,
20/04/2024,Block D Flat 13-E,17.7,42,0,,,,
22/04/2024,Block D Flat 13-E,17.7,46,0,,,,
17/04/2024,Block D Flat 13-E,17.5,46,0,,,,
08/04/2024,Block D Flat 13-E,17.4,50,0,,,,
09/04/2024,Block D Flat 13-E,17.3,52,0,,,,
18/04/2024,Block D Flat 13-E,17.3,46,0,,,,
23/04/2024,Block D Flat 13-E,17.3,45,0,,,,
21/04/2024,Block D Flat 13-E,17.1,43,0,,,,
07/04/2024,Block D Flat 13-E,17,53,0,,,,
25/04/2024,Block D Flat 13-E,17,41,0,,,,
24/04/2024,Block D Flat 13-E,16.8,43,0,,,,
06/04/2024,Block D Flat 13-E,16.7,53,0,,,,
26/04/2024,Block D Flat 13-E,16.6,40,0,,,,
29/04/2024,Block D Flat 13-E,16.6,44,0,,,,
10/04/2024,Block D Flat 13-E,16.4,51,0,,,,
27/04/2024,Block D Flat 13-E,16.2,40,0,,,,
01/04/2024,Block D Flat 13-E,15.5,52,0,,,,
28/04/2024,Block D Flat 13-E,15.5,42,0,,,,
02/04/2024,Block D Flat 13-E,15.3,55,0,,,,
03/04/2024,Block D Flat 13-E,15.1,57,0,,,,
29/04/2024,Block D Flat 13-F,16.5,46,0,,,,
12/04/2024,Block D Flat 14 Kitchen,18.8,66,0,,,,
11/04/2024,Block D Flat 14 Kitchen,18.4,63,0,,,,
13/04/2024,Block D Flat 14 Kitchen,18.3,58,0,,,,
06/04/2024,Block D Flat 14 Kitchen,17.9,58,0,,,,
09/04/2024,Block D Flat 14 Kitchen,17.7,61,0,,,,
12/04/2024,Block D Flat 14-A,18.1,61,0,,,,
11/04/2024,Block D Flat 14-A,17.8,58,0,,,,
13/04/2024,Block D Flat 14-A,17.4,56,0,,,,
14/04/2024,Block D Flat 14-A,16.5,51,0,,,,
22/04/2024,Block D Flat 14-A,16.3,53,0,,,,
15/04/2024,Block D Flat 14-A,15.9,49,0,,,,
19/04/2024,Block D Flat 14-A,15.3,45,0,,,,
20/04/2024,Block D Flat 14-A,15.1,42,0,,,,
21/04/2024,Block D Flat 14-A,15.1,50,0,,,,
17/04/2024,Block D Flat 14-A,15,44,0,,,,
18/04/2024,Block D Flat 14-A,14.7,50,0,,,,
30/04/2024,Block D Flat 14-B,17,51,0,,,,
24/04/2024,Block D Flat 14-B,16.4,51,0,,,,
25/04/2024,Block D Flat 14-B,16.2,48,0,,,,
29/04/2024,Block D Flat 14-B,16.2,48,0,,,,
26/04/2024,Block D Flat 14-B,15.2,47,0,,,,
27/04/2024,Block D Flat 14-B,15.2,46,0,,,,
28/04/2024,Block D Flat 14-B,15.1,47,0,,,,
12/04/2024,Block D Flat 14-C,18.3,65,0,,,,
13/04/2024,Block D Flat 14-C,17.6,60,0,,,,
11/04/2024,Block D Flat 14-C,17.3,60,0,,,,
03/04/2024,Block D Flat 14-C,17.2,75,0,,,,
30/04/2024,Block D Flat 14-F,20.4,60,0,,,,
26/04/2024,Block D Flat 14-F,20.2,59,0,,,,
28/04/2024,Block D Flat 14-F,20.2,61,0,,,,
27/04/2024,Block D Flat 14-F,19.9,57,0,,,,
12/04/2024,Block D Flat 14-F,17.4,65,0,,,,
25/04/2024,Block D Flat 14-F,17.2,43,0,,,,
11/04/2024,Block D Flat 14-F,17,61,0,,,,
06/04/2024,Block D Flat 14-F,16.7,61,0,,,,
13/04/2024,Block D Flat 14-F,16.6,57,0,,,,
24/04/2024,Block D Flat 14-F,16.5,43,0,,,,
23/04/2024,Block D Flat 14-F,16.4,49,0,,,,
09/04/2024,Block D Flat 14-F,16.3,55,0,,,,
22/04/2024,Block D Flat 14-F,16.2,54,0,,,,
21/04/2024,Block D Flat 14-F,15.9,51,0,,,,
17/04/2024,Block D Flat 14-F,15.3,46,0,,,,
14/04/2024,Block D Flat 14-F,15.2,51,0,,,,
20/04/2024,Block D Flat 14-F,15,46,0,,,,
19/04/2024,Block D Flat 14-F,14.7,49,0,,,,
18/04/2024,Block D Flat 14-F,14.6,52,0,,,,
06/04/2024,Block D Flat 1-A,19.4,70,0,,,,
24/04/2024,Block D Flat 1-A,18,66,0,,,,
18/04/2024,Block D Flat 1-A,17.7,68,0,,,,
25/04/2024,Block D Flat 1-A,17.4,63,0,,,,
26/04/2024,Block D Flat 1-A,17,62,0,,,,
27/04/2024,Block D Flat 1-A,16.7,61,0,,,,
07/04/2024,Block D Flat 1-B,21.8,64,0,,,,
21/04/2024,Block D Flat 1-B,21.6,52,0,,,,
22/04/2024,Block D Flat 1-B,21.3,60,0,,,,
13/04/2024,Block D Flat 1-B,21.2,66,0,,,,
12/04/2024,Block D Flat 1-B,21.1,70,0,,,,
15/04/2024,Block D Flat 1-B,21.1,69,0,,,,
20/04/2024,Block D Flat 1-B,21.1,51,0,,,,
18/04/2024,Block D Flat 1-B,20.8,58,0,,,,
23/04/2024,Block D Flat 1-B,20.5,58,0,,,,
10/04/2024,Block D Flat 1-B,20.3,62,0,,,,
09/04/2024,Block D Flat 1-B,20.1,61,0,,,,
08/04/2024,Block D Flat 1-B,19.5,63,0,,,,
13/04/2024,Block D Flat 1-C,17.5,66,0,,,,
12/04/2024,Block D Flat 1-C,17.1,68,0,,,,
11/04/2024,Block D Flat 1-C,16.7,67,0,,,,
14/04/2024,Block D Flat 1-C,16.7,58,0,,,,
30/04/2024,Block D Flat 1-C,16.6,57,0,,,,
15/04/2024,Block D Flat 1-C,16.4,57,0,,,,
16/04/2024,Block D Flat 1-C,16.4,57,0,,,,
22/04/2024,Block D Flat 1-C,16.4,60,0,,,,
23/04/2024,Block D Flat 1-C,16.4,56,0,,,,
24/04/2024,Block D Flat 1-C,16.3,53,0,,,,
25/04/2024,Block D Flat 1-C,16.3,51,0,,,,
09/04/2024,Block D Flat 1-C,16.2,65,0,,,,
21/04/2024,Block D Flat 1-C,16.1,56,0,,,,
29/04/2024,Block D Flat 1-C,16.1,55,0,,,,
17/04/2024,Block D Flat 1-C,15.9,54,0,,,,
20/04/2024,Block D Flat 1-C,15.8,52,0,,,,
26/04/2024,Block D Flat 1-C,15.7,49,0,,,,
19/04/2024,Block D Flat 1-C,15.6,55,0,,,,
03/04/2024,Block D Flat 1-C,15.5,63,0,,,,
28/04/2024,Block D Flat 1-C,15.5,52,0,,,,
27/04/2024,Block D Flat 1-C,15.4,50,0,,,,
02/04/2024,Block D Flat 1-C,15.3,63,0,,,,
18/04/2024,Block D Flat 1-C,15.3,55,0,,,,
01/04/2024,Block D Flat 1-C,15.1,61,0,,,,
13/04/2024,Block D Flat 1-D,17.5,65,0,,,,
12/04/2024,Block D Flat 1-D,17.2,65,0,,,,
14/04/2024,Block D Flat 1-D,17.2,65,0,,,,
30/04/2024,Block D Flat 1-D,17.1,61,0,,,,
15/04/2024,Block D Flat 1-D,17,64,0,,,,
16/04/2024,Block D Flat 1-D,16.9,64,0,,,,
24/04/2024,Block D Flat 1-D,16.9,61,0,,,,
25/04/2024,Block D Flat 1-D,16.9,61,0,,,,
11/04/2024,Block D Flat 1-D,16.8,64,0,,,,
23/04/2024,Block D Flat 1-D,16.8,62,0,,,,
17/04/2024,Block D Flat 1-D,16.6,63,0,,,,
26/04/2024,Block D Flat 1-D,16.6,61,0,,,,
29/04/2024,Block D Flat 1-D,16.6,61,0,,,,
22/04/2024,Block D Flat 1-D,16.5,62,0,,,,
27/04/2024,Block D Flat 1-D,16.4,61,0,,,,
09/04/2024,Block D Flat 1-D,16.3,63,0,,,,
20/04/2024,Block D Flat 1-D,16.3,62,0,,,,
21/04/2024,Block D Flat 1-D,16.3,62,0,,,,
28/04/2024,Block D Flat 1-D,16.3,61,0,,,,
07/04/2024,Block D Flat 1-D,16.2,63,0,,,,
08/04/2024,Block D Flat 1-D,16.2,63,0,,,,
19/04/2024,Block D Flat 1-D,16.2,62,0,,,,
10/04/2024,Block D Flat 1-D,16.1,64,0,,,,
18/04/2024,Block D Flat 1-D,16.1,63,0,,,,
06/04/2024,Block D Flat 1-D,15.8,62,0,,,,
03/04/2024,Block D Flat 1-D,15.4,63,0,,,,
01/04/2024,Block D Flat 1-D,15.3,62,0,,,,
02/04/2024,Block D Flat 1-D,15.3,62,0,,,,
13/04/2024,Block D Flat 1-E,17.5,71,0,,,,
12/04/2024,Block D Flat 1-E,17.4,70,0,,,,
30/04/2024,Block D Flat 1-E,17.2,68,0,,,,
25/04/2024,Block D Flat 1-E,17.1,69,0,,,,
11/04/2024,Block D Flat 1-E,17,70,0,,,,
14/04/2024,Block D Flat 1-E,17,69,0,,,,
24/04/2024,Block D Flat 1-E,17,69,0,,,,
23/04/2024,Block D Flat 1-E,16.9,69,0,,,,
15/04/2024,Block D Flat 1-E,16.6,68,0,,,,
26/04/2024,Block D Flat 1-E,16.6,69,0,,,,
29/04/2024,Block D Flat 1-E,16.6,68,0,,,,
27/04/2024,Block D Flat 1-E,16.5,69,0,,,,
09/04/2024,Block D Flat 1-E,16.4,69,0,,,,
16/04/2024,Block D Flat 1-E,16.4,69,0,,,,
22/04/2024,Block D Flat 1-E,16.4,69,0,,,,
28/04/2024,Block D Flat 1-E,16.4,68,0,,,,
07/04/2024,Block D Flat 1-E,16.3,68,0,,,,
08/04/2024,Block D Flat 1-E,16.3,68,0,,,,
17/04/2024,Block D Flat 1-E,16.1,69,0,,,,
20/04/2024,Block D Flat 1-E,16.1,68,0,,,,
10/04/2024,Block D Flat 1-E,16,69,0,,,,
19/04/2024,Block D Flat 1-E,16,68,0,,,,
21/04/2024,Block D Flat 1-E,16,68,0,,,,
06/04/2024,Block D Flat 1-E,15.8,68,0,,,,
03/04/2024,Block D Flat 1-E,15.6,69,0,,,,
18/04/2024,Block D Flat 1-E,15.6,68,0,,,,
01/04/2024,Block D Flat 1-E,15.5,68,0,,,,
02/04/2024,Block D Flat 1-E,15.5,69,0,,,,
15/04/2024,Block D Flat 1-F,18.8,85,0,,,,
10/04/2024,Block D Flat 1-F,18.5,88,0,,,,
12/04/2024,Block D Flat 2 Kitchen,16.5,72,0,,,,
22/04/2024,Block D Flat 2 Kitchen,15.5,60,0,,,,
01/04/2024,Block D Flat 2 Kitchen,14.9,57,0,,,,
23/04/2024,Block D Flat 2 Kitchen,14.3,47,0,,,,
24/04/2024,Block D Flat 2 Kitchen,13.9,47,0,,,,
26/04/2024,Block D Flat 2-A,19.3,78,0,,,,
27/04/2024,Block D Flat 2-A,18.5,80,0,,,,
12/04/2024,Block D Flat 2-A,16.3,68,0,,,,
13/04/2024,Block D Flat 2-A,16.2,67,0,,,,
01/04/2024,Block D Flat 2-A,15.8,62,0,,,,
14/04/2024,Block D Flat 2-A,15.7,65,0,,,,
17/04/2024,Block D Flat 2-A,15.3,63,0,,,,
02/04/2024,Block D Flat 2-A,15.1,64,0,,,,
03/04/2024,Block D Flat 2-A,14.4,67,0,,,,
12/04/2024,Block D Flat 2-C,17,69,0,,,,
08/04/2024,Block D Flat 2-C,16.8,55,0,,,,
11/04/2024,Block D Flat 2-C,16.2,63,0,,,,
30/04/2024,Block D Flat 2-D,16.4,54,0,,,,
12/04/2024,Block D Flat 2-D,16.2,64,0,,,,
13/04/2024,Block D Flat 2-D,16.1,62,0,,,,
14/04/2024,Block D Flat 2-D,16.1,57,0,,,,
29/04/2024,Block D Flat 2-D,16,52,0,,,,
28/04/2024,Block D Flat 2-D,15.9,50,0,,,,
17/04/2024,Block D Flat 2-D,15.8,53,0,,,,
27/04/2024,Block D Flat 2-D,15.8,49,0,,,,
19/04/2024,Block D Flat 2-D,15.7,53,0,,,,
26/04/2024,Block D Flat 2-D,15.7,50,0,,,,
20/04/2024,Block D Flat 2-D,15.6,50,0,,,,
18/04/2024,Block D Flat 2-D,15.5,52,0,,,,
21/04/2024,Block D Flat 2-D,15.4,52,0,,,,
22/04/2024,Block D Flat 2-D,15.3,56,0,,,,
23/04/2024,Block D Flat 2-D,15.1,54,0,,,,
25/04/2024,Block D Flat 2-D,15.1,51,0,,,,
24/04/2024,Block D Flat 2-D,14.8,50,0,,,,
03/04/2024,Block D Flat 2-D,14.4,60,0,,,,
01/04/2024,Block D Flat 2-D,13.6,61,0,,,,
02/04/2024,Block D Flat 2-D,13.1,62,0,,,,
12/04/2024,Block D Flat 2-E,15.8,64,0,,,,
13/04/2024,Block D Flat 2-E,15.8,64,0,,,,
14/04/2024,Block D Flat 2-E,15.5,63,0,,,,
19/04/2024,Block D Flat 2-E,15.2,60,0,,,,
17/04/2024,Block D Flat 2-E,15.1,61,0,,,,
20/04/2024,Block D Flat 2-E,15.1,58,0,,,,
18/04/2024,Block D Flat 2-E,14.9,60,0,,,,
03/04/2024,Block D Flat 2-E,14,64,0,,,,
01/04/2024,Block D Flat 2-E,13.8,62,0,,,,
02/04/2024,Block D Flat 2-E,13.6,63,0,,,,
12/04/2024,Block D Flat 2-F,16.8,77,0,,,,
11/04/2024,Block D Flat 2-F,16.3,72,0,,,,
01/04/2024,Block D Flat 2-F,15,73,0,,,,
02/04/2024,Block D Flat 2-F,14.9,77,0,,,,
03/04/2024,Block D Flat 3 Kitchen,17,64,0,,,,
09/04/2024,Block D Flat 3 Kitchen,16.6,58,0,,,,
12/04/2024,Block D Flat 3 Kitchen,16.6,70,0,,,,
11/04/2024,Block D Flat 3 Kitchen,16.5,64,0,,,,
02/04/2024,Block D Flat 3-A,21.2,70,0,,,,
12/04/2024,Block D Flat 3-A,18.8,75,0,,,,
30/04/2024,Block D Flat 3-A,18.7,62,0,,,,
09/04/2024,Block D Flat 3-A,18.6,75,0,,,,
11/04/2024,Block D Flat 3-A,18.2,72,0,,,,
06/04/2024,Block D Flat 3-B,17.1,68,0,,,,
10/04/2024,Block D Flat 3-B,16.9,77,0,,,,
11/04/2024,Block D Flat 3-B,16.9,81,0,,,,
26/04/2024,Block D Flat 3-B,14.3,44,0,,,,
27/04/2024,Block D Flat 3-B,14.1,46,0,,,,
04/04/2024,Block D Flat 3-C,17.3,64,0,,,,
13/04/2024,Block D Flat 3-C,16.9,64,0,,,,
12/04/2024,Block D Flat 3-C,16.6,63,0,,,,
14/04/2024,Block D Flat 3-C,16.6,63,0,,,,
30/04/2024,Block D Flat 3-C,16.4,60,0,,,,
15/04/2024,Block D Flat 3-C,16.3,63,0,,,,
05/04/2024,Block D Flat 3-C,16.2,62,0,,,,
11/04/2024,Block D Flat 3-C,16.2,63,0,,,,
16/04/2024,Block D Flat 3-C,16.2,62,0,,,,
23/04/2024,Block D Flat 3-C,16.2,61,0,,,,
24/04/2024,Block D Flat 3-C,16.2,61,0,,,,
06/04/2024,Block D Flat 3-C,16.1,63,0,,,,
08/04/2024,Block D Flat 3-C,16.1,62,0,,,,
09/04/2024,Block D Flat 3-C,16.1,62,0,,,,
22/04/2024,Block D Flat 3-C,16.1,62,0,,,,
07/04/2024,Block D Flat 3-C,16,63,0,,,,
17/04/2024,Block D Flat 3-C,16,62,0,,,,
10/04/2024,Block D Flat 3-C,15.9,62,0,,,,
19/04/2024,Block D Flat 3-C,15.9,62,0,,,,
21/04/2024,Block D Flat 3-C,15.9,61,0,,,,
18/04/2024,Block D Flat 3-C,15.8,62,0,,,,
